Group	Gene List
6968	203130.1,326630.1
6969	203140.1,360560.1
6970	203270.1,371930.1
6971	203290.1,203300.1
6972	203320.1,244610.1
6973	203330.1,244600.1
6974	203340.1,371460.1
6975	203380.1,443490.1
6976	203390.1,443500.1
6977	203400.1,443510.1,409020.1,203410.1,288270.1
6978	203430.2,409050.1
6979	203440.1,409060.1
698	014330.1,184790.1
6980	203620.1,285070.1,440560.1
6981	204070.2,239520.1
6982	204100.2,284860.1
6983	204150.1,290310.2
6984	204160.2,290300.3
6985	204270.1,265530.1
6986	204280.1,265540.1
6987	204330.1,363400.2
6988	204360.1,208650.1
6989	204400.1,281750.1
699	014340.1,184780.1
6990	204510.1,379930.1,456550.1
6991	204560.1,389170.1
6992	204640.1,293950.1
6993	204660.1,392230.1
6994	204670.1,445640.1
6995	204700.1,392210.1
6996	204720.1,392160.1
6997	204740.1,392150.1
6998	204750.2,346620.1
6999	204810.1,267760.1
7	000120.1,443870.1
70	001400.1,369750.1
700	014350.2,097620.1,070930.1,416910.1,451790.1
7000	204900.1,385860.1
7001	204980.1,209530.1
7002	205000.1,209550.1
7003	205010.1,209570.1
7004	205060.1,209590.1
7005	205070.1,209600.1
7006	205100.1,209620.1
7007	205140.2,283760.1
7008	205210.1,299370.1
7009	205260.1,233190.1
701	014360.1,440840.3
7010	205270.1,233200.1
7011	205360.1,435360.1
7012	205480.1,284640.1
7013	205520.1,284600.1,439190.1
7014	205560.1,413320.3
7015	205680.1,362740.1
7016	205700.1,317100.1
7017	205800.1,454920.1
7018	205840.1,277780.1
7019	205850.1,277790.1
702	014370.1,201980.1
7020	205860.1,277800.1
7021	205880.1,277810.1
7022	205900.1,277830.1
7023	205920.1,254910.1
7024	205930.1,398120.1
7025	205940.1,398130.1
7026	205960.1,319140.1
7027	206020.1,253970.1
7028	206040.1,253950.1
7029	206070.1,253930.1
703	014380.1,201970.1
7030	206100.1,346380.1
7031	206130.1,316550.1
7032	206180.2,431080.1
7033	206250.1,218750.2,347290.1
7034	206270.2,316020.1,233160.1
7035	206310.1,285040.1
7036	206350.1,334590.1
7037	206440.1,303980.1
7038	206450.1,296120.1
7039	206460.1,296110.1
7040	206510.1,263140.1
7041	206520.1,273650.1
7042	206530.1,239080.1
7043	206540.1,287740.1
7044	206570.1,328470.1
7045	206610.1,210030.1
7046	206660.1,305970.1,455930.2,
7047	206700.1,298780.1
7048	206710.4,361590.1
7049	206730.1,276610.1
705	014470.1,315360.1,236180.1,257970.1
7050	206760.2,380510.1
7052	206860.1,380610.1
7053	206900.1,454030.1,455300.1
7054	206930.1,454070.2
7055	207000.1,411690.1,401700.1
7056	207050.1,400470.1
7057	207060.1,400480.3,207070.1
7058	207090.3,400490.1
7059	207110.1,377100.1
706	014560.1,050620.1,087910.1
7060	207230.2,295260.1
7061	207280.1,257270.1
7062	207450.1,265910.1
7063	207490.1,421960.1
7064	207570.2,210000.1
7065	207580.1,450360.1
7066	207590.1,450370.1
7067	207640.1,290020.1
7068	207680.1,382810.1
7069	208140.1,267480.1
707	014580.2,413180.2,311830.1
7070	208200.3,244530.1
7071	208220.1,285640.1
7072	208310.1,430450.1
7075	208590.1,386420.1,381920.1,217200.1,424260.1,217220.1,184280.1,381340.1
7076	208600.1,256680.1
7077	208640.1,256690.1
7078	208660.1,437290.1,364650.1
7079	208740.1,284190.1
708	014590.1,215940.1
7080	208770.1,269170.1
7081	208800.1,269140.1
7082	208820.1,347480.1
7083	208830.1,366030.1,292530.1
7084	208840.1,362560.1
7085	208860.1,295500.1
7086	208880.1,395160.1,245110.1
7087	208890.1,245100.1
7088	208900.1,245080.1
7089	208910.1,378670.1,297350.1,280880.1
709	014600.1,311890.1,413120.1
7090	209080.1,279870.1,279920.1,322690.1
7092	209110.1,439820.1,292760.1
7093	209140.1,292770.1
7094	209150.1,428090.1
7095	209170.1,428080.1,292800.1
7096	209180.1,216190.1
7097	209190.1,216200.1
7098	209210.1,249350.1
7099	209270.1,318520.2
71	001420.1,231210.1
710	014610.1,216000.1
7100	209310.1,443230.1
7101	209340.1,209350.1,296660.1,231330.1
7102	209380.2,385240.1
7103	209390.1,385220.1
7104	209440.1,260260.1
7105	209460.1,244070.1
7106	209510.1,328980.1,418290.1,287720.2,
7107	209540.1,212980.1
7108	209650.2,241120.1
7109	209740.1,432870.1,272420.1
711	014620.1,355840.2
7110	209750.1,449620.1
7111	209790.1,247290.1,273840.1,236680.1,346170.1,342360.1
7112	209830.1,442870.1
7113	209880.1,227470.1
7114	209890.1,390710.1,406950.1
7115	209980.1,232290.1
7116	210160.1,309150.1
7117	210170.1,211760.1
7118	210180.1,440710.1,246900.2,
7119	210300.1,210310.2,435920.1
712	014650.1,355830.1,044110.1,216020.1,363460.1,102680.1,322270.1
7120	210350.1,231550.1
7121	210490.1,259290.3
7122	210500.1,320970.1
7123	210510.1,253410.1
7124	210530.1,253390.1
7125	210540.1,253380.1,227230.1,239000.1,255700.1
7126	210550.1,253370.1
7127	210640.1,213010.1
7128	210660.1,213000.1
7129	210680.1,425670.1,353290.1
713	014660.1,102670.1
7130	210690.1,229900.1
7131	210700.1,210710.1
7132	210740.1,241130.1
7133	210830.1,241050.1
7134	210860.1,359600.1,267140.1
7135	210920.1,217290.2
7136	210930.1,282090.1
7137	210940.1,282110.1
7138	210960.1,303200.1
7139	211020.3,432750.3
714	014680.1,216030.1,182820.1,271730.1
7140	211050.1,344330.1
7141	211130.1,387450.1
7142	211210.1,302860.1
7143	211240.1,378010.1
7144	211260.3,418850.1
7145	211270.1,379280.2
7146	211280.1,282460.1
7147	211350.1,309060.1,434130.1,397230.1
7148	211370.1,397220.1,211380.1,227590.1
7149	211400.1,399010.1
715	014700.1,216060.1
7151	211740.1,327480.1
7152	211750.1,327490.1
7153	211790.1,327530.2
7154	211800.1,384540.2
7155	211910.1,305580.1,393670.1
7156	211950.1,393420.1
7157	211990.1,258770.1,380180.1,408950.1
7158	212050.1,225970.1
7159	212190.1,340120.1,344300.1
716	014720.1,216080.1
7160	212200.1,357370.1
7161	212290.1,261200.1
7163	212560.1,223490.1,242210.1
7164	212570.1,223470.1
7165	212580.1,381050.2
7166	212660.1,422400.1,404010.2,
7167	212700.1,290510.1
7168	212720.1,382140.2
7169	212740.1,378490.1,240430.1,357610.1
717	014730.1,225880.1,312000.1
7170	212820.1,277930.1
7171	212830.1,277920.1
7172	212870.1,224520.2
7173	212900.1,420410.1
7174	212910.1,264230.2
7175	213030.1,390440.1
7176	213040.1,390430.1
7177	213050.1,390420.1
7178	213060.1,390410.1
7179	213070.1,390400.1
718	014740.1,014750.1
7180	213170.1,241400.1
7182	213200.1,322000.1
7183	213220.1,399920.1
7184	213300.1,318070.1,267780.1,348390.1
7185	213460.1,351240.1
7186	213470.1,346460.1,294800.1
7187	213510.1,254870.3
7188	213520.1,254880.1
7189	213540.1,378390.1
719	014760.1,212060.1,225940.1,340950.1,225920.4,
7190	213600.1,354020.1
7191	213610.1,354030.1,279490.1
7192	213670.1,322740.1
7193	213700.1,309700.2
7194	213850.1,378840.1
7195	213860.1,288210.1
7196	213870.1,288700.1
7197	213920.3,239640.1
7198	214020.2,272620.1
7199	214030.1,458560.1,283230.1
72	001430.1,231200.1
720	014770.1,313120.1
7200	214040.1,291550.1,268970.1,268950.1,268960.1
7201	214060.1,367730.1,345790.2,
7202	214130.1,300350.1
7203	214310.1,289710.2
7204	214320.1,289700.1
7205	214330.1,449460.1
7206	214340.1,449480.1
7207	214350.1,449490.1,414270.1
7208	214480.1,419710.1,320410.1,445900.1
7209	214580.1,296240.1
721	014780.1,313110.1
7210	214590.1,451350.1
7211	214620.3,316900.1
7212	214670.1,416640.1
7213	214860.1,214870.1
7214	215040.1,433320.1,287150.1,303040.1
7215	215080.1,404890.1
7216	215110.1,217600.1
7217	215320.2,241210.1
7218	215340.3,241240.1
7219	215400.1,289180.1
722	014810.2,455700.1
7221	215480.1,257450.1
7222	215510.1,362660.1
7223	215560.1,227880.1
7224	215590.1,288790.1
7225	215630.1,352120.1
7226	215640.1,435310.1
7227	215710.1,255840.3
7228	215790.1,418130.1
7229	215800.1,418140.1,361870.1
723	014820.2,269440.3,425220.2,197410.2,
7230	215910.1,304700.1
7231	253570.1,292220.1
7232	216260.1,436730.1
7233	216440.1,352860.1
7234	216450.1,352850.1
7235	216520.1,251100.1
7236	216640.1,456920.1,288850.1
7237	216650.1,216660.1,394040.1,246630.1,411570.1
7238	216690.1,253800.1
7239	216730.1,409580.1,266860.1
724	014840.1,024390.1
7240	216760.1,427960.1,446850.1
7241	216830.1,456330.1,306810.1
7242	216850.1,456340.1
7243	217050.1,437580.1
7245	217230.1,394530.1
7246	217250.1,234060.1
7247	217330.1,406150.1
7248	217380.1,409290.1,226600.1
7249	217460.1,260980.1
725	014870.2,269480.1
7250	217470.1,260950.1,293420.1
7251	217480.1,260910.1,242440.1,248840.1
7252	217490.1,446360.1,222590.1,419950.1
7253	217500.2,446370.1
7254	217520.1,446390.1
7255	217570.1,284510.1
7256	217590.1,309320.1
7257	217690.1,448860.1
7258	217700.1,448880.2
7259	217720.1,333190.1
726	014880.1,164710.1
7260	217790.1,258920.1,302450.1
7261	217930.1,358440.2
7262	217960.1,445560.1
7263	217970.1,445540.1,227080.1
7264	217990.1,445530.1
7265	218000.1,445520.1
7266	218010.1,445510.1
7267	218040.1,445470.2
7268	218060.1,445430.1
727	014920.3,386390.2
7270	218090.1,445400.1
7271	218230.1,299070.1
7272	218240.1,299090.2
7273	218280.1,423090.1
7274	218330.1,375200.1
7275	218380.1,376250.1
7276	218500.1,372050.1
7277	218540.1,372020.1
7278	218550.1,372010.1
728	014950.1,249540.1
7280	218640.1,282670.1
7281	218650.2,438000.1
7282	218770.2,363390.1
7283	218780.1,360720.1
7284	218790.1,360730.1
7285	218800.1,412770.1
7286	218810.1,412760.1
7287	218860.1,413930.1
7288	218870.1,431560.1
7289	218890.1,437000.1
729	014960.3,187820.1
7290	218920.1,239990.1,259410.1
7291	218950.1,305710.1
7292	218990.1,304900.1
7293	219000.1,289960.1
7294	219010.1,289950.1
7295	219170.1,219200.1
7296	219240.1,223640.1,223630.1,267960.1
7297	219270.1,425690.1
7298	219410.3,350770.1
7299	219430.1,350390.1
73	001450.1,231180.1
730	014970.1,021100.1,254310.1,304830.1,294520.1
7300	219680.1,434010.1
7301	219700.1,456850.1
7302	219710.1,456860.1
7303	219790.1,400860.2
7304	219800.1,403710.1
7306	220020.1,228660.1
7307	220060.2,284100.1,418210.1
7308	220080.1,272070.1
7309	220140.1,252180.1,438480.1
731	014980.1,021090.1,294540.1
7310	220170.1,325230.1
7311	220180.1,325220.1,421900.1,421880.1,220190.1,372190.1
7313	220210.1,325200.1
7314	220220.2,325190.1
7315	220310.2,360770.1
7316	220340.1,404540.4
7317	220350.1,408460.1,259660.1
7318	220370.1,220380.1,335380.2,220390.1,229110.1
7319	220400.1,229120.1,276740.1
732	014990.1,021080.1
7321	220430.1,229150.1
7322	220510.1,417690.1,220570.1,430100.1
7323	220720.1,455840.1
7324	220730.1,455850.1
7325	220740.1,455860.1
7326	220870.1,366580.1
7327	220880.3,366570.1
7328	220920.1,373590.1,451140.1
7329	220990.1,405260.1
733	015000.2,021070.1,329840.1
7330	221000.1,237740.1
7331	221030.1,221040.1
7333	221090.1,351840.1
7334	221100.1,351850.1
7335	221110.1,351830.1
7336	221180.1,246700.1
7337	221210.1,383590.1
7338	221560.1,281020.1
734	015010.1,021060.1,304810.1
7340	221900.1,325620.1
7341	222020.1,311630.1
7342	222030.1,311640.1
7343	222040.1,311650.1
7344	222050.1,458910.1
7345	222060.1,230910.1
7346	222130.1,230950.2,457440.1,188380.1
7347	222150.2,222190.1,345010.2,
7348	222290.1,339460.1
7349	222310.2,339470.2
735	015020.1,116740.1
7350	222330.1,291530.1
7351	222350.7,318880.1,279000.2,
7352	222400.1,404970.2
7353	222520.1,321580.1
7354	222530.1,386020.1
7355	222560.1,339990.1
7356	222640.1,391010.1
7357	222900.1,441260.1
7358	222930.1,250750.1
7359	223010.1,296340.1
736	015040.1,124370.1
7360	223080.2,296320.1
7361	223100.1,412710.1
7362	223110.1,339670.2,339410.1
7363	223140.1,338130.1
7364	223200.1,247890.1,385980.1
7365	223220.1,300610.1
7366	223230.3,300630.1,300620.1
7367	223240.1,300640.1
7368	223290.1,295030.1,269580.1,068930.1
7369	223310.1,382910.1
737	015050.1,201490.1
7370	223340.1,223350.1,271790.1
7371	223360.1,271780.1,317250.1
7372	223370.1,271770.1
7373	223380.1,394460.1
7374	223410.1,251730.1
7375	223420.1,251720.1
7376	223450.1,340650.1
7377	223550.1,370330.1
7378	223650.1,374010.1
7379	223660.1,373980.1
738	015100.1,417620.1
7380	223670.1,373970.1
7381	223720.1,339150.1
7382	223730.1,243010.1
7383	223750.1,453620.1
7384	223770.1,435860.1
7385	223830.1,297850.1
7386	223840.1,297840.3
7387	223850.1,297830.1
7388	297820.1,288610.1
7389	223870.1,297780.1,297810.1
739	015130.1,338920.1
7390	223880.1,329790.1
7391	223960.1,375010.1
7392	223990.1,258010.1
7393	224050.1,292670.2
7394	224080.1,292690.1
7395	224090.2,292700.1,292710.1
7396	224130.1,292720.1
7397	224140.1,292730.2
7398	224280.1,420460.1,383660.1
7399	224310.1,305100.1
74	001470.1,071090.1
740	015140.1,216610.1
7400	224400.1,379820.1
7401	224510.1,293160.1
7402	224560.1,235910.1
7403	224600.1,247780.1
7404	224640.2,305360.2,320340.1
7405	224660.1,279630.1,277020.1,305330.1
7406	224670.1,341800.1,310200.1,249480.1,431140.1
7407	224680.1,341820.1
7408	224730.1,251970.1
7409	224800.3,273420.1
741	015180.1,381240.1,284140.2,444940.1,108120.1,166510.1,136120.1,426960.1,146440.1
7410	224880.1,315680.1
7411	224940.1,343810.1,357110.1
7412	224960.1,343800.2
7413	224970.1,300000.4
7415	225060.1,242930.1
7416	225220.1,447120.1
7417	225250.1,447140.1
7418	225310.1,275280.1,355380.1,334180.1
7419	225540.2,233480.1
742	015190.3,306380.1
7420	225560.1,341880.1
7421	225680.1,420270.1
7422	225730.2,366040.2
7423	225750.1,411870.1
7424	225810.1,284960.1
7425	225820.1,311950.1
7426	225850.1,322280.2
7427	225860.1,311960.1
7428	225890.1,312010.1
7429	225910.1,434210.1
743	015230.1,061200.1
7430	225960.1,253860.1
7431	226020.1,313980.1,441810.1,436420.1
7432	226030.1,239550.4
7433	226100.1,454260.2
7434	226130.1,454240.1,322540.1
7435	226140.1,322520.1,226460.1,226470.1
7436	226170.3,340510.1
7437	226400.1,271250.1,232130.1
7439	226510.1,437980.1
744	015250.1,353620.1
7440	226620.1,409280.2
7441	226690.1,232650.1
7442	226700.1,262420.1
7443	226850.1,292630.1
7444	226950.1,227490.1
7445	226960.1,227440.2
7446	226970.1,227420.1
7447	226990.1,240210.1
7448	227040.1,337600.1
7449	227050.2,337610.1
745	015270.1,087730.1,053580.2,129580.1,361340.1
7450	448340.1,383840.1
7451	227090.1,412530.1
7452	227110.1,298640.1
7453	227160.1,380310.1,442470.1,309640.1
7454	227170.1,309630.1,442460.1
7455	227260.1,238950.1
7456	227290.1,260180.1,397800.1
7457	227300.1,238930.1
7458	227310.1,238900.1
7459	227400.1,309480.1
746	015280.1,353610.1
7460	227430.1,351900.1
7461	227480.1,272780.1
7462	227510.1,257110.1,319180.1
7463	227600.1,279220.1
7464	227690.1,327550.1
7465	227700.1,327560.1
7466	227720.2,374810.2,417960.2,
7467	227730.1,374790.1
7468	227740.2,374760.1
7469	227790.1,326980.1
747	015310.2,353600.2
7470	228000.1,242490.1
7471	228010.1,242480.1
7472	228020.1,259140.1,429330.1
7473	228090.1,280160.1
7474	228100.2,280170.1
7476	228380.1,353560.1
7477	228430.1,358610.1
7478	228560.1,255990.2
7479	228570.1,255980.1
748	015330.1,109270.1
7480	228590.2,291030.1
7481	228620.2,291020.1
7482	228680.1,291000.2
7483	228810.1,423600.1,290330.1,290320.2,343950.1
7484	228830.1,264060.1
7485	228850.2,441640.1,283250.1
7486	228890.1,458840.1
7487	228920.1,435060.1
7488	228960.4,266550.1
7489	229000.1,229010.1
749	015350.1,405850.1,392060.1,305610.1
7490	229280.1,281200.1
7491	229300.1,331970.1
7492	229380.1,229390.2,381490.1
7493	229460.1,417810.1
7494	229470.1,349680.1
7495	229480.1,381500.1,417830.1
7496	229550.1,273800.2
7497	229710.1,458950.1
7498	229760.1,263630.2
7499	229790.2,313510.1
75	001480.1,071100.1
750	015370.1,311140.1
7500	229800.1,312740.1,432840.2,272430.1
7501	229810.1,312730.1
7502	229830.1,345210.1
7503	230080.1,328520.1,376300.1,308760.1,101830.1
7504	230220.1,441430.1
7505	230230.1,457010.1
7506	230240.1,302110.1,350090.1
7507	230260.2,456990.1
7508	230270.1,357650.2,356380.1
7509	230310.1,328320.1
751	015390.1,096220.1
7510	230390.2,346510.1
7511	230420.1,331760.1,236300.1
7512	230440.1,235850.1
7513	230460.1,230470.1
7514	230600.1,406630.1,230610.1,406620.1
7515	230630.1,416980.1,328390.1,452560.1,246450.1
7516	230650.1,416960.1
7517	230820.1,306930.1
7518	230830.1,319920.1
7519	230990.1,318820.1
752	015400.1,096230.1
7520	231070.1,278090.1,337550.2,
7521	231080.1,411160.1
7522	231090.1,411170.1,381530.1
7523	231110.1,273960.1
7524	231120.1,257830.1,341770.2,248460.1
7525	231130.1,341790.1,248470.1,090020.1
7526	231260.2,331590.1
7527	231290.1,305540.1,307870.1
7528	231590.1,267600.1
7529	231610.1,341560.1
753	015430.1,096260.1
7530	231670.1,240340.1
7531	231680.1,240350.1
7532	231820.1,438550.1
7533	231870.1,382260.1
7534	231880.1,382240.1
7535	231900.1,338990.1
7536	231970.1,397480.1
7537	232000.1,386580.1
7538	232110.1,313660.1
7539	232210.1,436350.1
754	015440.1,096270.1
7540	232240.1,380830.1,359520.1
7541	232250.1,333790.1
7542	232270.1,333800.1,423720.1,322920.1
7543	232320.1,316910.1
7545	232340.2,391820.1,391680.1
7546	232530.1,257130.1
7547	232560.1,280060.1
7548	232570.1,252420.1,283490.1
7549	232590.1,345260.1
755	015470.1,096310.1,303650.1
7550	232640.1,378770.1,325650.1,365970.1,393600.1,354310.2,408880.1,103500.1,323980.1
7551	232670.1,263700.1
7552	232680.1,263680.2
7553	232700.1,374550.1
7554	232710.1,374560.1
7555	232750.1,239770.1
7556	232770.1,334440.1,374130.1
7557	232850.1,360090.2,306840.1
7558	232860.1,287210.1
7559	232920.1,239150.1
756	015500.1,096330.1,186490.1
7560	233000.1,378050.1
7561	233040.1,430850.1,405110.1,316950.1,434280.1
7562	233150.1,247190.1,455900.1
7563	233170.1,331700.1,303380.2,337200.1,457570.1
7565	233430.1,344540.1
7566	233450.1,344550.1
7567	233460.1,344560.1
7568	233730.1,274030.1
7569	233760.1,338940.1,453930.1,315070.1,297710.1
757	015520.1,450020.1
7570	233970.2,235580.1
7571	233990.1,309420.1
7572	234000.1,309430.3
7573	234030.1,421110.1
7574	234230.1,334690.1
7575	234270.1,341210.1
7576	234390.1,234610.1
7577	234400.2,451380.1
7578	234410.1,234590.1,279990.1,451400.1
7579	234430.1,280960.1,294100.1,294110.1
758	015530.1,066910.2
7580	234530.1,392660.1,257400.1
7581	234560.1,255760.1,451430.1
7582	234570.1,324600.2
7583	234690.1,379300.2
7584	234700.1,458960.1
7585	234740.1,298820.2
7586	234840.1,242600.1
7587	234900.1,424690.1
7588	234920.1,234930.1,234940.1
7589	234970.1,373210.1,341440.1
759	015540.1,066920.1,221920.1,325600.2,023410.1
7590	235000.1,244100.1
7592	235340.1,325500.1
7593	235350.1,235370.1
7594	235450.1,429500.1
7595	235460.1,378880.1,421140.1
7596	235490.1,345100.1
7597	235560.1,323860.1
7598	235570.1,407870.1
7599	235590.1,238770.1
76	001510.1,402210.1,260340.1,002030.2,
760	015570.1,281680.1,036500.1,117150.1,040460.1,283570.1,281690.1,438130.1,328960.1,140720.1,385640.1,385610.1,382120.1,047380.1,167350.1,398700.1
7600	235760.1,236260.1
7601	235820.1,236320.1
7602	235930.1,265350.1
7603	235950.1,387660.1
7604	235970.1,387650.1,387760.1,348960.1,192680.1,289940.1
7605	235980.1,444980.1
7606	236070.1,434700.1
7607	236080.1,434710.1
7608	236140.1,294250.1,320530.1
7609	236230.1,324900.2
761	015620.1,259200.1,391770.1,400090.1,137650.1
7610	236250.1,324880.1
7611	236330.1,311730.1
7612	236340.1,311740.1,285260.1
7613	236360.5,296090.4
7614	236410.1,390240.1,390230.1
7615	236510.1,321160.1
7616	236520.1,236530.1,236550.1,236560.1,454490.1
7617	236630.1,443170.1
7619	236730.1,363590.1
762	015640.1,259190.1
7620	236740.1,363570.1
7621	236750.1,363560.1
7622	236790.1,408700.1,439680.1
7623	236800.1,408710.1,439710.1
7624	236820.1,353700.1,275380.1,370780.1
7625	236830.1,353690.1,358470.1
7626	236920.1,271420.1
7627	236970.1,271400.1
7628	236990.1,354380.1,271380.1
7629	237010.1,271370.1
763	015670.1,222760.1
7630	237110.1,458170.1,363330.1,431670.1
7631	237130.1,458190.1
7632	237140.1,328620.1
7633	237170.1,440830.2,309410.1
7634	237180.1,440820.1,260160.2,
7635	237250.1,301470.1,361780.3,
7636	237280.1,287670.2
7637	237330.1,376110.1
7638	237560.1,248810.1,264630.1,299440.1,199860.1
7639	237640.1,270610.1
764	015690.1,031410.1
7640	237660.1,455010.1
7641	237750.1,357710.1
7642	237830.1,292820.1
7643	237840.1,301560.1,451220.1,281990.1
7644	237870.1,358790.1
7646	238060.1,420120.1
7647	238110.1,277270.1
7648	238140.1,347060.1,453030.1,276280.1
7649	238160.1,276300.1,238170.1
765	015700.1,367260.1
7650	238190.1,273070.1
7651	238230.1,438690.1
7652	238240.1,321140.1
7653	238340.1,238440.1
7654	238370.1,330370.1,394190.1,330360.1,233420.3,
7655	238500.1,437030.1
7656	238540.1,415060.1
7657	238560.1,390050.1
7658	238570.1,268230.1
7659	238600.2,409530.1
766	015710.1,417650.1,281380.1,448290.1,150140.1,082760.2,236150.1,293080.1
7660	238610.1,409540.1,383200.2,100550.2,
7661	238690.1,371670.1
7662	238720.1,442190.1
7663	238760.2,348750.1
7664	238830.1,369860.1,310010.1
7665	238920.1,291990.3
7666	239040.1,325970.1,239050.1
7667	239060.2,325950.5
7668	239090.1,294960.1,255610.1
7669	239110.1,418420.1
767	015720.2,281370.1,068070.1
7670	239180.1,383980.1
7671	239270.1,239280.1,396260.1,347780.1,240610.1
7672	239310.1,353320.1
7673	239500.2,413430.1
7674	239630.1,339250.2
7675	239680.1,282160.1,446600.1
7676	239900.1,239910.1,314080.1
7677	240020.1,259420.1
7678	240050.1,360850.1
7679	240060.1,310840.1
768	015730.1,417640.1
7680	240130.1,359800.1
7681	240150.1,359810.1
7682	240220.2,349650.1
7683	240230.1,349630.1
7684	240250.2,349620.1
7685	240280.1,330710.1
7686	240310.4,330690.1
7687	240480.1,323850.1
7688	240490.1,442670.1
7689	240510.1,411130.1
769	015750.1,177480.1
7690	240540.1,307050.1
7691	240570.1,383930.1
7692	240600.2,412000.1
7693	240630.1,358120.1
7694	240770.1,313880.2,313870.1
7695	240980.1,319940.1,323800.1
7696	241060.1,267150.1
7697	241280.1,276870.1
7698	241290.1,276860.1
7699	241300.1,276850.1
77	001540.2,220830.1
770	015760.1,055490.1
7700	241310.1,354120.1
7701	241370.1,241390.1,294360.1
7702	241420.1,404910.1
7703	241440.2,254070.1
7704	241450.1,406840.1
7705	241460.1,406830.1
7706	241490.1,299700.1
7707	241500.1,299730.3
7708	241510.2,299740.1
7709	241620.1,355470.1,426180.1,245640.1
771	015780.1,237960.2
7710	241660.1,342060.1
7711	241680.1,365250.1
7712	241750.1,375630.1
7713	241760.1,439050.1
7714	241800.1,316820.1
7715	241820.1,446010.1
7716	241940.1,401560.1,401120.1,428380.1
7717	241990.1,268490.1
7718	242000.4,268480.1,293540.1
7719	242040.1,375710.1
772	015840.1,309350.1
7720	242120.1,289210.1
7721	242150.1,325860.1
7722	242160.1,325870.1
7723	242290.3,419260.2
7724	242300.2,242320.1
7725	242390.1,443050.1
7726	242450.1,248850.1,419970.1
7727	242630.1,432100.1
7728	242820.1,280980.1
7729	242840.1,397910.1
7730	242860.1,371060.1,352810.1,391390.1,352820.1,394410.1
7731	243040.1,257500.1
7732	243080.1,265370.1
7733	243300.2,444520.1
7734	243390.1,444440.1
7735	243580.1,290720.1
7736	243710.1,416350.3
7737	243720.2,416360.2,243740.2,
7738	243770.1,416390.1
7739	243790.1,455140.1,252370.1
7740	243880.1,299240.1
7741	243950.1,263510.1
7742	244010.1,453880.1
7743	244020.1,453870.1
7744	244040.1,383420.1
7745	244050.1,383400.2
7746	244130.1,268650.1
7747	244150.1,407940.1
7748	244240.1,308910.1
7749	244840.1,446760.1,334960.1
775	015880.1,341730.1
7750	244960.1,430740.1
7751	245070.1,391400.1
7752	245150.1,245170.1,359490.1,245160.1,359500.1
7753	245340.1,387340.1
7754	245420.1,388190.1,341970.1
7755	245480.2,263320.1
7756	245490.1,300270.1
7757	245570.1,317080.1
7758	245600.1,305290.1
7759	245630.1,310320.2
776	015900.1,052950.1,435780.1
7760	245660.1,292860.1
7761	245850.1,443300.1
7762	245900.1,303420.1
7763	245910.1,303410.1
7764	245990.1,335990.2
7765	246080.1,448200.1
7766	246100.1,363470.1,317550.1
7767	246120.1,317520.1
7768	246140.1,280400.1
7769	246150.1,246160.1
777	015910.1,038050.1
7770	246270.1,258840.2
7771	246340.1,322450.1
7772	246430.1,261290.1
7773	246550.1,250490.1
7774	246560.1,250480.1
7775	246750.1,376600.1
7776	246760.1,376610.1
7777	246770.1,376620.1
7778	246800.1,376630.1
7779	246920.1,316330.1
778	015920.1,262670.1
7780	246930.1,408270.1
7781	246980.1,396000.1
7782	247240.1,285280.1
7783	247250.1,285300.1
7784	247270.1,398430.1
7785	247320.2,281830.1
7786	247330.3,281840.1
7787	247360.1,425020.1,256750.1
7788	247400.1,310330.1
7789	247470.1,341540.1
779	015940.1,346630.2,180580.1,262680.1
7790	247640.1,256360.1
7791	247740.1,452260.1,319030.1
7792	247750.1,452270.1
7793	247760.1,247770.1,298190.1
7794	247850.1,287790.1
7795	247980.1,387940.1
7796	248000.1,296390.1,296380.1
7797	248050.1,296920.1,308960.1,396190.1,347340.1
7799	248090.1,362230.1
78	001560.1,103310.1,305380.1,298880.1
780	015970.1,072490.1
7800	248150.1,389050.1
7801	248270.1,290250.1
7802	248280.1,290260.1
7803	248300.1,330790.1
7804	248310.1,258100.1,248320.1
7805	248440.1,257820.1
7806	248490.1,438510.1,271590.1
7807	248510.1,299010.1
7808	248550.1,349030.1
7809	248660.1,330500.1
781	015990.1,072520.1
7810	248670.1,330520.2
7811	248710.1,330570.1
7812	248760.1,248770.1
7813	248800.1,459020.1,322660.1,433310.1,391140.1,457390.1,453680.1
7814	249000.1,279370.1
7815	249040.1,428550.1
7816	249050.1,333460.1
7817	249100.1,337420.1,337400.1
7818	249120.1,337430.1
7819	249130.1,337440.1
782	016020.1,419630.1
7820	249140.1,391420.1
7821	249150.1,391430.1
7822	249310.1,351040.1
7823	249500.1,249510.1
7824	249600.1,269750.1
7825	249660.1,298160.1,366730.1
7826	249670.1,298150.1
7827	249700.1,307770.1
7828	249710.1,307780.1
7829	250100.1,278730.1,382350.1,007870.1
783	016040.3,218200.1
7830	250130.1,436870.1
7831	250210.1,266130.1
7832	250290.1,432010.1
7833	250380.1,285550.1
7834	250400.1,250420.1
7835	250470.1,419270.1
7836	250510.2,457540.1
7837	250530.1,278520.1
7838	250540.1,278530.1
7839	250560.1,278570.1
784	016060.1,053280.1,443340.1
7840	250650.1,369160.1
7841	250700.1,433860.1
7842	250870.1,313260.3
7844	250970.1,442420.1
