	FEXC	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX10	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33
HOG15964	1	1	0	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0
HOG15991	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0
HOG16011	1	2	1	2	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	0	1	1	1	0
HOG16012	1	0	1	0	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	2	1	1	1	2
HOG16014	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	1	3	3	3	3	1	3	3	3	3	3	3	3	3
HOG16054	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2
HOG16061	1	2	0	1	2	2	2	1	2	1	1	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	1	1	1
HOG16094	2	2	2	1	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG16118	3	2	5	4	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG16139	2	4	4	4	4	2	3	3	2	4	4	3	3	2	4	3	2	4	4	3	4	3	4	3	4	4	0	3	3
HOG16142	2	1	1	0	3	2	2	0	2	0	2	1	1	1	1	1	2	1	3	1	1	1	1	3	2	2	1	2	2
HOG16148	1	2	1	2	2	2	2	2	2	2	1	0	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	1
HOG16160	2	2	0	0	0	2	2	0	2	0	2	0	1	1	2	1	2	1	2	2	2	1	2	2	2	2	2	2	2
HOG16165	1	3	1	2	0	1	1	3	1	0	1	2	1	1	3	1	1	2	0	1	0	1	1	1	3	1	1	1	0
HOG16192	2	1	2	2	2	2	2	3	2	3	1	2	3	2	0	3	2	3	2	3	3	2	2	2	2	2	2	2	2
HOG16210	1	2	1	2	1	1	0	0	1	1	1	1	0	3	1	1	1	1	1	1	3	0	1	1	1	2	1	1	3
HOG16211	2	0	1	1	2	2	3	3	2	1	2	2	1	0	2	2	2	2	2	2	0	3	2	1	2	0	2	2	0
HOG16221	3	3	2	3	3	3	3	2	3	3	3	1	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3
HOG16227	3	3	4	4	3	3	4	4	3	2	3	3	1	3	4	4	4	4	4	3	4	4	4	3	5	3	3	3	3
HOG16232	2	3	3	1	3	2	2	2	3	3	2	3	3	3	2	1	1	1	4	2	3	3	2	2	2	2	4	2	3
HOG16233	1	0	0	3	0	1	1	1	0	0	1	0	0	0	1	2	2	2	0	1	0	0	1	1	1	1	0	1	0
HOG16243	3	4	4	3	4	3	3	6	3	4	3	5	6	5	3	3	3	3	4	3	3	4	3	3	4	4	3	3	3
HOG16280	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0
HOG16304	1	2	2	2	0	1	1	3	1	3	1	2	2	2	2	2	1	2	0	2	2	2	2	0	1	1	2	1	1
HOG16354	1	1	2	1	2	1	1	2	1	2	1	2	2	2	1	2	1	0	1	1	2	2	1	2	2	0	1	2	2
HOG16361	1	1	2	1	2	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1
HOG16364	1	2	2	1	2	1	1	2	1	2	2	1	2	2	2	2	1	2	1	1	2	2	0	1	2	2	1	1	2
HOG16365	1	1	2	3	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2
HOG16397	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	1	1	1	2	2	2	2	1	2	1	1	1	1
HOG16408	1	0	2	1	2	2	1	1	2	2	1	1	2	2	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2
HOG16412	3	3	3	4	3	3	1	3	3	1	4	4	4	4	3	3	3	2	3	3	3	4	3	2	2	3	2	3	3
HOG16413	1	1	1	0	1	1	3	1	1	3	0	0	0	0	1	1	1	2	1	1	1	0	1	2	2	1	2	1	1
HOG16442	2	1	0	2	0	2	2	0	2	0	2	2	1	0	0	1	2	2	1	2	1	1	2	2	2	2	2	2	2
HOG16460	1	1	0	0	0	1	1	1	1	0	1	1	0	0	1	3	1	1	1	1	0	1	1	3	1	3	0	1	1
HOG16464	4	4	4	4	5	4	4	5	3	4	4	5	5	5	4	4	4	4	5	4	4	4	4	5	4	4	2	4	4
HOG16478	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG16479	1	1	1	1	1	1	2	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	2	1	1	1	1
HOG16497	2	2	4	2	2	2	2	4	2	2	2	2	2	2	4	2	1	2	2	2	4	2	2	2	1	2	2	2	2
HOG16516	1	2	0	1	0	1	1	1	0	0	1	2	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
HOG16517	1	0	2	1	2	1	1	1	2	2	1	0	2	1	0	2	1	3	2	1	1	1	1	1	1	1	1	1	1
HOG16534	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1
HOG16541	2	3	3	0	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	1	2	3	3	3	3	2	3	3	3
HOG16560	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	2	2	2
HOG16569	2	3	0	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
HOG16570	1	0	3	2	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
HOG16575	3	0	4	4	0	3	3	3	4	0	3	3	4	4	0	0	3	3	0	0	3	3	3	3	4	0	3	0	3
HOG16576	1	4	0	1	0	1	1	1	0	2	1	1	0	0	4	4	1	1	4	4	1	1	1	1	1	4	1	4	1
HOG16577	1	1	1	0	3	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
HOG16601	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
HOG16610	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2
HOG16618	2	3	2	2	0	2	2	1	2	3	2	1	2	2	1	2	2	3	3	3	2	2	2	2	1	2	2	2	2
HOG16619	2	0	2	4	1	2	2	3	2	0	2	3	2	2	1	0	2	1	0	1	2	2	2	1	3	2	2	1	2
HOG16638	2	2	1	2	1	2	0	2	2	1	1	1	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
HOG16642	0	2	2	2	2	0	2	0	2	2	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	3	2	2	0
HOG16694	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
HOG16695	2	2	2	2	2	2	2	1	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2
HOG16696	1	1	1	0	0	1	1	1	1	0	2	1	0	0	2	1	2	2	0	1	0	1	1	2	1	2	1	1	1
HOG16702	2	2	1	2	2	2	2	2	2	2	2	0	2	2	1	1	2	2	1	2	1	2	2	0	1	1	2	2	2
HOG16720	2	1	2	2	1	2	2	1	2	4	1	1	2	2	2	2	0	2	1	1	2	2	2	2	2	2	2	3	0
HOG16726	2	2	2	2	2	2	2	0	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2
HOG16757	1	1	0	1	1	1	1	0	1	2	1	0	0	2	1	2	1	0	1	1	3	1	1	0	0	0	1	1	1
HOG16759	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	1	2	0	2	2	2	2	2	2	2	2	2
HOG16774	2	1	0	2	4	2	2	2	2	0	2	2	4	4	0	0	2	2	0	0	4	4	2	2	2	2	2	2	4
HOG16790	2	2	0	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG16799	2	4	2	2	4	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2
HOG16809	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	0	1	1	1	1	1
HOG16848	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG16849	1	1	1	3	3	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
HOG16862	2	2	2	3	3	2	2	2	2	4	3	2	2	2	2	2	2	2	3	2	3	3	3	2	2	2	3	2	3
HOG16869	2	3	3	2	0	2	3	3	2	3	2	2	2	2	1	3	3	3	3	3	0	2	2	3	2	0	2	2	2
HOG16870	1	0	0	1	3	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	3	1	1	0	1	3	1	1	1
HOG16890	1	1	0	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1
HOG16904	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	0
HOG16910	2	2	3	1	3	2	2	4	2	2	2	2	2	2	3	2	3	1	2	2	3	2	2	4	2	2	0	4	2
HOG16911	1	1	0	0	0	1	2	0	2	2	1	0	2	1	1	1	0	3	2	2	0	1	1	0	2	2	0	0	2
HOG16929	1	1	2	1	2	1	2	1	1	0	1	0	1	2	1	0	2	1	0	2	1	1	1	1	2	1	1	1	1
HOG16959	2	1	1	2	1	2	2	1	2	1	2	1	1	1	2	2	2	2	1	2	1	2	2	2	2	2	2	1	1
HOG16964	2	2	2	2	2	2	2	0	2	2	2	1	2	2	2	3	2	2	0	2	2	2	2	0	2	2	2	2	2
HOG16977	2	2	3	3	3	2	2	2	3	2	2	3	3	2	2	2	2	3	3	2	0	2	2	2	2	0	2	2	2
HOG16978	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	3	1	1	1	1	3	1	1	1
HOG16980	2	3	2	3	2	2	2	3	2	2	2	3	2	3	3	3	2	2	3	2	3	2	3	3	3	3	2	3	2
HOG17004	2	3	2	0	2	2	2	2	2	3	2	0	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	3
HOG17005	1	0	1	1	1	1	1	1	1	0	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0
HOG17009	2	2	2	2	2	2	2	0	0	2	2	6	0	0	2	0	2	0	4	2	6	2	0	2	2	2	2	2	0
HOG17010	1	1	1	1	6	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG17027	2	2	0	0	1	2	2	0	1	0	1	0	0	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
HOG17043	2	2	2	2	1	2	2	1	2	2	2	0	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2
HOG17061	3	4	4	4	4	3	4	2	4	4	3	4	4	3	3	4	3	4	3	3	4	3	3	3	4	4	3	4	3
HOG17067	2	2	2	2	0	2	2	2	2	1	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG17071	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	2	1	1	1	1	1	1	0	1	1	1	1	2	0
HOG17089	2	2	0	2	0	2	2	2	2	0	2	2	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
HOG17097	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	2	2	1	2	1
HOG17113	0	0	1	1	2	0	1	1	1	0	1	2	1	1	1	0	0	0	1	0	0	0	0	2	1	2	0	2	0
HOG17131	2	3	2	2	3	2	2	2	3	0	3	2	3	2	0	0	3	3	3	2	0	3	2	0	2	3	2	2	2
HOG17132	1	0	1	1	0	1	1	1	0	3	0	1	0	1	3	3	0	0	0	1	3	0	1	3	1	0	1	1	1
HOG17141	3	0	1	1	2	3	3	2	3	1	3	2	2	3	1	3	2	2	3	3	1	3	3	2	2	1	3	3	3
HOG17162	2	3	3	2	2	2	2	2	2	2	2	2	0	2	3	1	2	3	2	3	2	2	2	2	2	2	2	2	2
HOG17165	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1
HOG17169	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG17183	2	2	2	0	2	2	2	4	2	0	2	4	4	2	2	2	2	0	3	2	4	2	2	2	2	2	2	2	2
HOG17216	1	1	1	1	1	1	1	4	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	2
HOG17220	1	1	0	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1
HOG17227	1	2	2	2	2	1	2	0	2	2	1	1	2	2	1	2	2	1	1	2	1	2	1	2	2	2	2	2	2
HOG17230	1	1	1	1	1	1	1	0	1	0	1	2	1	1	3	1	1	0	0	1	0	1	0	0	0	0	1	0	1
HOG17248	3	3	3	3	3	3	3	0	3	3	3	3	3	3	2	3	3	3	2	3	2	3	3	3	3	2	3	3	2
HOG17261	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	1
HOG17280	1	1	2	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	2	1	1
HOG17303	5	5	5	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
HOG17318	1	2	1	2	1	2	2	2	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	1	2	2	2	1	1
HOG17320	2	2	1	2	0	2	2	1	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG17333	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	0
HOG17334	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2
HOG17379	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0
HOG17382	2	3	3	0	3	2	2	3	2	3	2	3	1	3	3	3	2	3	2	3	3	2	3	3	0	3	2	2	3
HOG17383	2	2	0	2	2	2	2	2	2	0	2	0	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG17397	2	2	0	2	0	2	2	2	2	0	2	0	0	0	2	2	2	2	0	2	3	2	2	0	2	2	2	2	0
HOG17402	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	2	1	1	1	2	2
HOG17403	2	2	2	2	2	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2
HOG17422	2	3	3	2	2	2	2	3	2	2	1	2	2	3	3	4	2	3	3	2	3	3	2	2	2	2	2	2	3
HOG17424	2	2	4	2	1	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG17440	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1
HOG17482	2	2	2	2	4	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2
HOG17485	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	0	0	0	2	0	0
HOG17486	1	1	1	1	1	1	1	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	3	3	3	1	3	3
HOG17512	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	1
HOG17518	1	1	2	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	2	2	1	1	2	0	1	1	1	1
HOG17534	3	4	3	4	4	3	0	0	3	4	3	0	4	4	3	4	3	4	4	3	4	4	4	3	0	0	3	0	4
HOG17562	1	2	1	1	0	1	0	1	1	1	1	1	1	1	1	2	0	0	1	1	1	0	1	1	1	1	1	2	0
HOG17589	1	4	4	4	4	2	2	4	2	4	2	3	4	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1
HOG17590	3	0	0	0	0	3	3	0	3	0	3	0	0	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3
HOG17592	2	2	0	1	0	2	2	1	0	0	0	1	0	0	2	2	1	1	1	2	1	0	0	2	1	1	1	2	1
HOG17596	1	1	1	1	0	1	1	2	1	1	0	0	0	1	1	1	2	1	1	1	0	1	0	1	1	1	0	1	0
HOG17600	1	1	2	2	1	1	1	1	1	2	1	1	2	2	2	1	1	2	2	1	2	2	1	2	1	2	1	1	2
HOG17619	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	0	1	1	1
HOG17653	2	3	0	2	2	2	3	3	2	0	2	0	0	2	3	3	2	2	2	2	2	2	2	3	3	3	2	3	0
HOG17659	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1
HOG17682	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1
HOG17710	1	1	1	1	2	0	0	2	1	0	1	0	4	0	0	1	1	0	2	0	0	1	2	3	1	1	1	1	1
HOG17745	2	2	3	3	2	2	2	0	2	3	2	2	3	2	2	0	2	3	2	3	0	3	2	2	2	2	2	3	2
HOG17746	2	2	2	2	0	2	2	0	2	2	2	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG17754	0	2	2	1	1	2	1	2	2	2	1	2	2	2	1	0	0	1	2	1	1	2	1	2	2	2	1	2	1
HOG17766	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1
HOG17833	1	1	3	2	2	1	0	2	1	3	1	1	2	2	0	2	1	0	1	2	1	2	1	0	0	2	1	1	2
HOG17844	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG17848	2	2	0	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG17868	2	2	1	2	1	2	2	2	2	0	2	1	1	2	2	2	2	0	2	2	2	1	2	2	2	2	2	2	2
HOG17877	1	2	0	2	2	2	2	2	3	0	2	1	3	0	1	1	2	2	2	2	0	0	2	2	1	1	2	1	2
HOG17907	1	1	1	0	1	1	0	0	1	1	0	0	2	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	1
HOG17921	2	2	2	4	2	2	3	3	2	3	2	3	2	2	2	2	3	3	2	2	1	2	2	3	3	3	2	3	2
HOG17932	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0
HOG17935	2	2	1	3	2	2	2	0	1	1	2	2	1	1	2	2	2	2	1	2	3	2	3	3	2	2	2	2	2
HOG17941	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG17957	1	1	1	1	2	2	2	1	1	1	2	1	2	1	1	2	2	1	2	2	2	0	1	2	2	2	2	1	2
HOG17970	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2
HOG17972	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	0	2	2	2	2	2	2	2	2	2	2
HOG17995	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2	2	0	2	2	2	2	2	2	2	2
HOG17997	2	2	2	0	0	2	2	2	2	2	2	2	1	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2
HOG18008	2	1	6	2	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	4	3	1	2	2	2	2	2	2	2
HOG18017	1	2	2	1	3	1	1	2	1	1	1	2	2	2	2	2	1	2	2	2	1	2	1	2	1	0	2	2	2
HOG18025	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0
HOG18031	2	2	4	2	2	2	2	1	2	4	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2
HOG18037	1	1	1	0	1	1	1	0	1	1	1	0	2	1	1	1	1	1	1	0	2	1	1	0	0	0	1	0	1
HOG18054	1	2	1	0	0	1	1	0	1	2	1	2	0	1	1	0	1	2	2	1	1	2	1	0	1	1	2	1	1
HOG18055	1	0	1	2	2	1	1	0	1	2	1	0	2	1	1	0	1	2	2	1	1	0	1	2	1	1	0	1	1
HOG18097	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1
HOG18106	2	2	0	2	2	2	2	0	2	0	2	2	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
HOG18117	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1
HOG18143	2	2	2	4	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG18179	1	1	0	5	1	1	0	0	1	1	1	0	4	1	0	2	1	1	1	0	0	2	1	0	0	0	2	0	1
HOG18190	1	1	1	1	2	2	2	1	1	2	1	2	2	1	2	2	2	1	1	2	0	1	2	1	2	2	2	2	2
HOG18193	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	2	1	1	1	1
HOG18219	2	2	3	3	3	2	3	3	2	3	3	2	3	3	1	3	3	1	1	2	2	3	1	3	2	2	2	3	3
HOG18254	2	2	2	2	2	2	2	2	2	5	2	2	4	2	2	3	2	2	2	2	2	2	2	2	2	2	5	2	2
HOG18261	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	3	2	2	3	2	2	0	2	3	3	2	2	3	2
HOG18273	2	0	2	2	2	2	2	0	2	2	2	0	0	1	1	0	2	0	2	0	0	2	2	2	0	0	2	2	2
HOG18326	1	1	2	1	1	1	1	1	1	1	1	3	0	0	1	1	1	1	1	0	1	1	1	3	1	1	1	1	0
HOG18329	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2
HOG18374	4	4	3	4	3	4	4	3	3	3	4	3	3	4	3	4	4	3	4	4	4	4	4	4	3	3	4	3	4
HOG18401	1	1	1	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG18402	1	1	0	1	3	1	1	1	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG18403	2	0	0	2	0	2	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2
HOG18406	2	3	2	0	0	0	3	2	0	2	0	1	0	0	1	2	0	0	2	0	0	0	0	2	3	3	0	2	2
HOG18407	1	0	1	4	4	3	0	1	3	1	3	1	3	3	2	0	3	2	1	3	2	3	3	1	0	0	3	1	1
HOG18429	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0
HOG18430	1	1	2	2	2	1	1	1	1	2	1	2	2	1	2	2	1	1	1	1	2	2	2	1	2	2	1	1	1
HOG18453	1	1	1	2	1	1	1	2	1	2	2	0	1	1	1	1	0	0	2	0	1	1	2	1	1	1	2	1	1
HOG18454	1	1	0	0	0	2	1	1	1	0	1	1	1	1	1	1	1	1	2	2	1	0	1	0	2	1	1	1	1
HOG18455	1	0	2	2	2	0	1	1	1	2	1	1	1	1	1	1	1	1	0	0	1	2	1	2	0	1	1	1	1
HOG18461	1	1	2	2	0	1	1	0	1	2	1	1	1	0	1	2	1	1	2	1	1	1	1	2	1	2	2	2	1
HOG18466	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	0	0
HOG18481	1	1	1	1	1	1	1	1	1	0	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOG18487	1	1	1	1	1	0	1	0	2	2	1	1	1	1	1	1	2	1	2	1	1	1	2	0	1	2	1	1	2
HOG18488	1	1	1	1	1	2	1	2	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	2	1	0	1	1	0
HOG18497	3	0	3	0	3	3	3	3	3	4	3	4	4	4	1	1	3	3	3	1	4	4	4	3	4	3	3	2	3
HOG18498	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	3	0	0	0	1	0	1	1	1	1
HOG18512	2	2	2	2	0	2	2	0	2	2	2	3	0	2	2	2	2	0	2	2	0	2	2	2	2	2	0	2	2
HOG18518	1	0	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0
HOG18523	2	2	0	3	3	3	3	3	2	3	2	0	3	2	2	3	2	3	3	2	3	2	2	2	3	3	2	2	2
HOG18580	2	2	4	4	2	2	2	4	2	4	2	2	2	2	2	2	2	4	2	2	2	2	2	2	4	2	2	2	2
HOG18582	1	1	1	2	2	1	1	2	1	1	2	1	2	2	1	2	1	2	1	1	0	1	1	2	2	1	1	2	1
HOG18585	1	1	0	1	1	1	1	1	1	1	1	1	4	4	1	1	1	4	0	1	4	4	0	1	0	1	1	0	4
HOG18595	2	2	2	2	2	2	2	1	2	3	2	0	0	3	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2
HOG18639	2	2	2	2	2	2	2	0	2	0	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	0	2	2	2
HOG18665	1	2	1	0	2	1	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	2	0	2	1	2	1	1	2
HOG18697	0	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0
HOG18699	2	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
HOG18714	2	2	1	4	2	2	2	2	2	2	2	1	2	2	2	0	2	2	2	2	2	2	2	2	1	2	2	2	2
HOG18716	2	2	2	2	0	2	2	2	2	0	2	2	0	2	2	2	2	0	2	2	0	2	2	2	2	2	2	2	2
HOG18719	1	2	2	1	2	1	1	2	1	2	1	2	2	2	2	2	1	0	1	1	3	0	1	1	2	2	1	2	1
HOG18732	2	3	2	2	0	2	2	4	2	2	2	4	1	4	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
HOG18733	2	1	0	2	4	2	2	0	2	0	2	0	3	0	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2
HOG18736	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HOG18737	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	0	1	1	3	1	1	1	1	3	1	1	1	1	1
HOG18747	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1
HOG18748	1	2	0	0	2	1	1	1	2	0	1	1	1	1	0	2	1	0	1	1	0	1	1	1	1	1	1	1	2
HOG18758	2	2	1	0	2	2	0	1	2	0	1	2	2	1	1	1	2	2	2	0	2	2	0	0	2	2	1	2	1
